
name                       x64-windows x64-uwp arm64-windows x64-osx x64-linux
clapack                    Pass        Skip    Skip          Skip    Skip     
clara                      Pass        Pass    Pass          Pass    Pass     
clblas                     Pass        Skip    Skip          Skip    Skip     
clfft                      Pass        Skip    Skip          Skip    Skip     
clockutils                 Pass        Pass    Pass          Fail    Fail     
console-bridge             Pass        Fail    Pass          Fail    Fail     
constexpr                  Pass        Pass    Pass          Pass    Pass     
coolprop                   Pass        Skip    Skip          Skip    Skip     
corrade                    Pass        Fail    Fail          Fail    Fail     
cpp-redis                  Pass        Fail    Fail          Pass    Pass     
cppcms                     Pass        Skip    Skip          Skip    Skip     
cpprestsdk                 Pass        Pass    Skip          Fail    Fail     
cppunit                    Pass        Fail    Fail          Fail    Fail     
cppwinrt                   Pass        Pass    Pass          Pass    Pass     
cppzmq                     Pass        Skip    Skip          Pass    Pass     
cpr                        Pass        Pass    Skip          Pass    Pass     
crc32c                     Pass        Pass    Pass          Pass    Pass     
crow                       Pass        Pass    Pass          Pass    Pass     
cryptopp                   Pass        Pass    Fail          Pass    Pass     
ctemplate                  Pass        Pass    Fail          Fail    Fail     
cuda                       Pass        Pass    Pass          Fail    Fail     
cunit                      Pass        Pass    Pass          Pass    Pass     
curl                       Pass        Pass    Skip          Pass    Pass     
cxxopts                    Pass        Pass    Pass          Pass    Pass     
date                       Pass        Fail    Fail          Fail    Fail     
decimal-for-cpp            Pass        Pass    Pass          Pass    Pass     
devil                      Pass        Skip    Skip          Skip    Skip     
dimcli                     Pass        Fail    Pass          Fail    Fail     
directxmesh                Pass        Pass    Fail          Fail    Fail     
directxtex                 Pass        Pass    Fail          Fail    Fail     
directxtk                  Pass        Pass    Fail          Fail    Fail     
directxtk12                Pass        Pass    Fail          Fail    Fail     
dirent                     Pass        Pass    Pass          Pass    Pass     
discord-rpc                Fail        Fail    Fail          Pass    Fail     
dlfcn-win32                Pass        Fail    Pass          Fail    Fail     
dlib                       Pass        Skip    Skip          Skip    Skip     
doctest                    Pass        Pass    Pass          Pass    Pass     
double-conversion          Pass        Pass    Fail          Pass    Pass     
draco                      Pass        Fail    Pass          Pass    Pass     
duktape                    Pass        Pass    Fail          Pass    Pass     
dx                         Pass        Pass    Pass          Pass    Pass     
dxut                       Pass        Pass    Fail          Fail    Fail     
eastl                      Pass        Pass    Fail          Pass    Pass     
ebml                       Pass        Fail    Pass          Fail    Fail     
ecm                        Skip        Skip    Skip          Skip    Skip     
eigen3                     Pass        Pass    Pass          Pass    Pass     
embree                     Pass        Skip    Skip          Skip    Skip     
enet                       Pass        Fail    Pass          Pass    Pass     
entityx                    Pass        Fail    Fail          Pass    Pass     
entt                       Pass        Pass    Pass          Pass    Pass     
epsilon                    Pass        Fail    Pass          Fail    Fail     
evpp                       Pass        Skip    Skip          Skip    Skip     
exiv2                      Pass        Skip    Fail          Pass    Pass     
expat                      Pass        Fail    Pass          Pass    Pass     
exprtk                     Pass        Pass    Pass          Pass    Pass     
fadbad                     Pass        Pass    Pass          Pass    Pass     
fastcdr                    Pass        Pass    Pass          Pass    Fail     
fastlz                     Pass        Pass    Fail          Pass    Pass     
fcl                        Pass        Skip    Skip          Skip    Skip     
fdk-aac                    Pass        Fail    Fail          Pass    Fail     
ffmpeg                     Fail        Pass    Fail          Fail    Fail     
fftw3                      Pass        Fail    Pass          Pass    Pass     
flann                      Pass        Pass    Pass          Fail    Fail     
flatbuffers                Pass        Fail    Fail          Fail    Fail     
flint                      Pass        Skip    Skip          Skip    Skip     
fltk                       Pass        Fail    Fail          Fail    Fail     
fmt                        Pass        Pass    Pass          Pass    Pass     
folly                      Pass        Skip    Skip          Skip    Skip     
fontconfig                 Pass        Skip    Skip          Fail    Fail     
forest                     Pass        Pass    Pass          Pass    Pass     
freeglut                   Pass        Fail    Fail          Fail    Fail     
freeimage                  Pass        Skip    Skip          Skip    Skip     
freerdp                    Pass        Fail    Skip          Fail    Fail     
freetype                   Pass        Pass    Fail          Pass    Pass     
freetype-gl                Pass        Skip    Skip          Fail    Skip     
freexl                     Pass        Fail    Pass          Fail    Fail     
fuzzylite                  Pass        Fail    Pass          Fail    Fail     
g2o                        Pass        Skip    Skip          Skip    Skip     
gainput                    Pass        Fail    Fail          Fail    Fail     
gamma                      Pass        Skip    Skip          Skip    Skip     
gdal                       Pass        Skip    Skip          Skip    Skip     
gdcm2                      Pass        Skip    Fail          Pass    Pass     
gdk-pixbuf                 Pass        Skip    Skip          Skip    Skip     
geogram                    Pass        Skip    Skip          Skip    Skip     
geographiclib              Pass        Fail    Pass          Fail    Fail     
geos                       Pass        Fail    Pass          Pass    Pass     
gettext                    Pass        Pass    Fail          Pass    Pass     
gettimeofday               Pass        Pass    Pass          Pass    Pass     
gflags                     Pass        Fail    Pass          Pass    Pass     
giflib                     Pass        Fail    Fail          Pass    Pass     
gl2ps                      Pass        Skip    Skip          Skip    Skip     
gl3w                       Pass        Fail    Fail          Fail    Fail     
glbinding                  Pass        Fail    Fail          Pass    Fail     
glew                       Pass        Fail    Fail          Pass    Fail     
glfw3                      Pass        Fail    Fail          Pass    Fail     
gli                        Pass        Pass    Pass          Pass    Skip     
glib                       Pass        Fail    Skip          Skip    Skip     
glibmm                     Pass        Skip    Skip          Skip    Skip     
glm                        Pass        Pass    Pass          Pass    Fail     
globjects                  Pass        Skip    Skip          Pass    Skip     
glog                       Pass        Skip    Pass          Pass    Pass     
glslang                    Pass        Pass    Pass          Pass    Pass     
gmime                      Pass        Skip    Skip          Skip    Skip     
graphicsmagick             Pass        Fail    Skip          Fail    Fail     
graphite2                  Fail        Fail    Fail          Fail    Fail     
grpc                       Pass        Skip    Skip          Fail    Fail     
gsl                        Pass        Fail    Fail          Pass    Pass     
gsl-lite                   Pass        Pass    Pass          Pass    Pass     
gtest                      Pass        Pass    Pass          Pass    Pass     
gtk                        Pass        Skip    Skip          Skip    Skip     
gtkmm                      Pass        Skip    Skip          Skip    Skip     
gts                        Pass        Skip    Skip          Skip    Skip     
guetzli                    Pass        Pass    Skip          Fail    Fail     
gumbo                      Pass        Pass    Pass          Pass    Pass     
halide                     Pass        Fail    Fail          Pass    Pass     
harfbuzz                   Pass        Skip    Skip          Fail    Fail     
hdf5                       Pass        Fail    Fail          Pass    Pass     
highfive                   Pass        Skip    Skip          Pass    Fail     
hpx                        Pass        Skip    Skip          Skip    Skip     
http-parser                Pass        Pass    Fail          Pass    Pass     
hunspell                   Pass        Fail    Pass          Fail    Fail     
hwloc                      Pass        Fail    Fail          Fail    Fail     
hypre                      Skip        Skip    Skip          Skip    Skip     
icu                        Pass        Fail    Fail          Fail    Fail     
if97                       Pass        Pass    Pass          Pass    Pass     
ilmbase                    Pass        Fail    Fail          Pass    Pass     
imgui                      Pass        Fail    Fail          Pass    Pass     
intel-mkl                  Fail        Fail    Fail          Fail    Fail     
ismrmrd                    Pass        Pass    Pass          Fail    Fail     
itk                        Fail        Skip    Skip          Fail    Fail     
jack2                      Pass        Pass    Pass          Pass    Pass     
jansson                    Pass        Pass    Pass          Pass    Pass     
jasper                     Pass        Pass    Pass          Pass    Pass     
jbig2dec                   Pass        Fail    Fail          Fail    Fail     
jbigkit                    Pass        Pass    Fail          Pass    Pass     
jemalloc                   Pass        Fail    Fail          Fail    Fail     
jsoncpp                    Pass        Pass    Pass          Pass    Pass     
jsonnet                    Pass        Fail    Fail          Fail    Fail     
jxrlib                     Pass        Pass    Fail          Fail    Fail     
kealib                     Pass        Skip    Skip          Pass    Pass     
kf5plotting                Skip        Skip    Skip          Skip    Skip     
kinectsdk1                 Pass        Pass    Fail          Fail    Fail     
kinectsdk2                 Pass        Pass    Fail          Fail    Fail     
lcm                        Fail        Skip    Skip          Skip    Skip     
lcms                       Pass        Pass    Pass          Pass    Pass     
leptonica                  Pass        Skip    Skip          Pass    Pass     
leveldb                    Pass        Fail    Pass          Fail    Fail     
libaiff                    Pass        Pass    Fail          Pass    Fail     
libarchive                 Pass        Skip    Skip          Skip    Skip     
libbson                    Pass        Fail    Pass          Fail    Fail     
libcds                     Pass        Skip    Skip          Fail    Pass     
libconfig                  Pass        Pass    Pass          Fail    Pass     
libdatrie                  Pass        Pass    Pass          Fail    Fail     
libdisasm                  Pass        Fail    Pass          Pass    Pass     
libepoxy                   Pass        Fail    Fail          Fail    Fail     
libevent                   Pass        Fail    Skip          Fail    Fail     
libexif                    Pass        Fail    Fail          Pass    Pass     
libffi                     Pass        Pass    Fail          Fail    Fail     
libflac                    Pass        Pass    Skip          Fail    Fail     
libfreenect2               Pass        Skip    Skip          Skip    Skip     
libgd                      Pass        Skip    Skip          Skip    Skip     
libgeotiff                 Pass        Pass    Pass          Skip    Skip     
libgit2                    Pass        Fail    Pass          Pass    Pass     
libgta                     Pass        Skip    Pass          Pass    Fail     
libharu                    Pass        Pass    Pass          Fail    Fail     
libiconv                   Pass        Pass    Pass          Pass    Pass     
libidn2                    Pass        Pass    Pass          Fail    Fail     
libjpeg-turbo              Pass        Pass    Pass          Pass    Pass     
libkml                     Pass        Skip    Skip          Skip    Skip     
liblo                      Pass        Fail    Fail          Fail    Fail     
liblzma                    Pass        Fail    Pass          Pass    Pass     
libmad                     Pass        Fail    Fail          Pass    Pass     
libmariadb                 Skip        Skip    Skip          Skip    Skip     
libmicrohttpd              Pass        Fail    Fail          Fail    Fail     
libmikmod                  Pass        Skip    Skip          Skip    Skip     
libmodplug                 Pass        Fail    Pass          Pass    Fail     
libmspack                  Pass        Fail    Pass          Pass    Pass     
libmupdf                   Pass        Skip    Skip          Skip    Skip     
libmysql                   Pass        Skip    Skip          Skip    Skip     
libnice                    Fail        Skip    Skip          Skip    Skip     
libodb                     Pass        Pass    Pass          Fail    Fail     
libodb-mysql               Fail        Skip    Skip          Skip    Skip     
libodb-pgsql               Pass        Skip    Skip          Skip    Skip     
libodb-sqlite              Pass        Pass    Pass          Skip    Skip     
libogg                     Pass        Pass    Fail          Pass    Pass     
libopenmpt                 Pass        Skip    Skip          Skip    Skip     
libopusenc                 Pass        Skip    Skip          Skip    Skip     
libp7-baical               Skip        Skip    Skip          Skip    Skip     
libpng                     Pass        Pass    Pass          Pass    Pass     
libpng-apng                Skip        Skip    Skip          Skip    Skip     
libpopt                    Pass        Pass    Pass          Fail    Fail     
libpq                      Pass        Fail    Skip          Fail    Fail     
libpqxx                    Pass        Skip    Skip          Skip    Skip     
libqrencode                Pass        Pass    Fail          Pass    Pass     
librabbitmq                Pass        Pass    Skip          Pass    Pass     
libraw                     Pass        Fail    Pass          Fail    Fail     
librtmp                    Pass        Pass    Skip          Pass    Pass     
libsamplerate              Pass        Pass    Fail          Fail    Pass     
libsigcpp                  Pass        Pass    Pass          Fail    Fail     
libsndfile                 Pass        Pass    Skip          Skip    Skip     
libsodium                  Pass        Fail    Fail          Fail    Fail     
libspatialite              Pass        Skip    Pass          Skip    Skip     
libssh                     Pass        Fail    Skip          Pass    Pass     
libssh2                    Pass        Pass    Skip          Pass    Pass     
libstemmer                 Pass        Pass    Pass          Pass    Pass     
libtheora                  Pass        Pass    Skip          Pass    Pass     
libtorrent                 Pass        Fail    Skip          Pass    Fail     
libudis86                  Pass        Fail    Pass          Fail    Fail     
libunibreak                Pass        Pass    Pass          Pass    Pass     
libusb                     Pass        Fail    Fail          Fail    Fail     
libusb-win32               Pass        Fail    Fail          Fail    Fail     
libuv                      Pass        Fail    Fail          Fail    Fail     
libvorbis                  Pass        Pass    Skip          Pass    Pass     
libvpx                     Fail        Fail    Fail          Fail    Fail     
libwebm                    Pass        Pass    Fail          Pass    Fail     
libwebp                    Pass        Pass    Pass          Pass    Pass     
libwebsockets              Pass        Fail    Skip          Fail    Fail     
libxml2                    Pass        Skip    Pass          Fail    Fail     
libxmp-lite                Pass        Pass    Fail          Fail    Fail     
libxslt                    Pass        Skip    Pass          Skip    Skip     
libzip                     Pass        Pass    Pass          Pass    Pass     
live555                    Pass        Fail    Pass          Fail    Fail     
llvm                       Skip        Skip    Skip          Skip    Skip     
lmdb                       Pass        Fail    Fail          Pass    Pass     
lodepng                    Fail        Fail    Fail          Pass    Pass     
log4cplus                  Pass        Fail    Pass          Pass    Pass     
lpeg                       Pass        Skip    Pass          Skip    Skip     
lua                        Pass        Fail    Pass          Fail    Fail     
luafilesystem              Pass        Skip    Pass          Skip    Skip     
luajit                     Skip        Skip    Skip          Skip    Skip     
luasocket                  Pass        Skip    Pass          Skip    Skip     
lz4                        Pass        Pass    Pass          Pass    Pass     
lzfse                      Pass        Pass    Pass          Pass    Pass     
lzo                        Pass        Pass    Fail          Pass    Pass     
magnum                     Pass        Skip    Skip          Skip    Skip     
magnum-extras              Fail        Skip    Skip          Skip    Skip     
magnum-integration         Fail        Skip    Skip          Skip    Skip     
magnum-plugins             Pass        Skip    Skip          Skip    Skip     
matio                      Pass        Skip    Skip          Fail    Fail     
matroska                   Pass        Skip    Pass          Skip    Skip     
mbedtls                    Pass        Fail    Pass          Pass    Pass     
mdnsresponder              Pass        Fail    Fail          Fail    Fail     
meschach                   Pass        Fail    Fail          Fail    Fail     
metis                      Pass        Fail    Fail          Fail    Fail     
minizip                    Pass        Fail    Fail          Fail    Fail     
mman                       Pass        Fail    Pass          Fail    Fail     
mongo-c-driver             Pass        Skip    Fail          Skip    Skip     
mongo-cxx-driver           Pass        Skip    Skip          Skip    Skip     
monkeys-audio              Fail        Fail    Fail          Fail    Fail     
mozjpeg                    Skip        Skip    Skip          Skip    Skip     
mpfr                       Pass        Skip    Skip          Skip    Skip     
mpg123                     Pass        Fail    Fail          Fail    Fail     
mpir                       Pass        Fail    Fail          Fail    Fail     
ms-gsl                     Pass        Pass    Pass          Pass    Pass     
msgpack                    Pass        Pass    Fail          Pass    Pass     
msinttypes                 Pass        Pass    Pass          Pass    Pass     
msix                       Pass        Skip    Skip          Skip    Skip     
msmpi                      Fail        Fail    Fail          Fail    Fail     
mujs                       Pass        Pass    Pass          Pass    Pass     
muparser                   Pass        Fail    Pass          Pass    Pass     
nana                       Pass        Fail    Pass          Pass    Fail     
nanodbc                    Pass        Fail    Pass          Fail    Fail     
nanomsg                    Pass        Fail    Pass          Pass    Pass     
netcdf-c                   Pass        Skip    Skip          Pass    Fail     
netcdf-cxx4                Pass        Skip    Skip          Pass    Skip     
nghttp2                    Pass        Pass    Pass          Pass    Pass     
nlohmann-json              Pass        Pass    Pass          Pass    Pass     
nlopt                      Pass        Fail    Fail          Pass    Pass     
nmslib                     Pass        Fail    Fail          Fail    Pass     
nuklear                    Pass        Pass    Pass          Pass    Pass     
nvtt                       Pass        Fail    Fail          Pass    Pass     
octomap                    Pass        Fail    Fail          Fail    Fail     
ode                        Pass        Fail    Fail          Fail    Fail     
ogre                       Pass        Skip    Skip          Skip    Skip     
openal-soft                Pass        Fail    Fail          Fail    Fail     
openblas                   Pass        Fail    Fail          Fail    Fail     
opencl                     Pass        Fail    Fail          Fail    Fail     
opencv                     Pass        Pass    Skip          Skip    Skip     
openexr                    Pass        Skip    Skip          Fail    Fail     
opengl                     Pass        Pass    Fail          Fail    Fail     
openimageio                Pass        Skip    Skip          Skip    Skip     
openjpeg                   Pass        Pass    Pass          Fail    Fail     
openmama                   Fail        Skip    Skip          Skip    Skip     
openmesh                   Pass        Fail    Fail          Pass    Fail     
openni2                    Pass        Fail    Skip          Skip    Skip     
openssl                    Pass        Pass    Fail          Pass    Pass     
openvdb                    Pass        Skip    Skip          Skip    Skip     
openvpn3                   Pass        Skip    Skip          Fail    Fail     
openvr                     Pass        Fail    Fail          Fail    Fail     
opus                       Pass        Fail    Fail          Fail    Fail     
opusfile                   Pass        Skip    Skip          Skip    Skip     
osg                        Pass        Skip    Skip          Skip    Skip     
paho-mqtt                  Pass        Fail    Skip          Fail    Fail     
pango                      Pass        Skip    Skip          Skip    Skip     
pangolin                   Skip        Skip    Skip          Skip    Skip     
pangomm                    Pass        Skip    Skip          Skip    Skip     
parmetis                   Skip        Skip    Skip          Skip    Skip     
pcl                        Pass        Skip    Skip          Skip    Skip     
pcre                       Pass        Pass    Fail          Pass    Pass     
pcre2                      Pass        Fail    Fail          Pass    Pass     
pdcurses                   Pass        Fail    Fail          Fail    Fail     
physfs                     Pass        Fail    Fail          Pass    Pass     
picojson                   Pass        Pass    Pass          Pass    Pass     
picosha2                   Pass        Pass    Pass          Pass    Pass     
piex                       Pass        Pass    Pass          Fail    Fail     
pixman                     Pass        Pass    Fail          Fail    Fail     
plibsys                    Pass        Fail    Pass          Fail    Fail     
plog                       Pass        Pass    Pass          Pass    Pass     
poco                       Pass        Skip    Skip          Fail    Fail     
podofo                     Pass        Skip    Skip          Skip    Skip     
portaudio                  Pass        Fail    Fail          Fail    Fail     
